province,country,date,lat,long,confirmed,deaths,recovered,active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,Iran,04-01-2021,32.427908,53.688046,1243434,55540,1013018,174876,Iran,1480.402767,4.466662485
,Iraq,04-01-2021,33.223191,43.679291,597774,12834,543720,41220,Iraq,1486.168079,2.146965241
,Ireland,04-01-2021,53.1424,-7.6921,101887,2259,23364,76264,Ireland,2063.410477,2.21716215
,Israel,04-01-2021,31.046051,34.851612,441542,3416,388484,49642,Israel,5101.264034,0.773652337
Abruzzo,Italy,04-01-2021,42.35122196,13.39843823,35953,1231,23299,11423,"Abruzzo, Italy",2741.197639,3.423914555
Basilicata,Italy,04-01-2021,40.63947052,15.80514834,11102,262,4649,6191,"Basilicata, Italy",1972.394998,2.359935147
Calabria,Italy,04-01-2021,38.90597598,16.59440194,24590,488,15445,8657,"Calabria, Italy",1262.883699,1.984546564
Campania,Italy,04-01-2021,40.83956555,14.25084984,192418,2911,111682,77825,"Campania, Italy",3316.584196,1.512852228
Emilia-Romagna,Italy,04-01-2021,44.49436681,11.3417208,177988,7887,113473,56628,"Emilia-Romagna, Italy",3991.230362,4.431197609
Friuli Venezia Giulia,Italy,04-01-2021,45.6494354,13.76813649,51301,1707,37945,11649,"Friuli Venezia Giulia, Italy",4221.540133,3.327420518
Lazio,Italy,04-01-2021,41.89277044,12.48366722,167920,3840,86927,77153,"Lazio, Italy",2856.228234,2.28680324
Liguria,Italy,04-01-2021,44.41149315,8.9326992,61305,2912,52606,5787,"Liguria, Italy",3953.528866,4.75002039
Lombardia,Italy,04-01-2021,45.46679409,9.190347404,485070,25317,402798,56955,"Lombardia, Italy",4821.494281,5.219246707
Marche,Italy,04-01-2021,43.61675973,13.5188753,42974,1607,29301,12066,"Marche, Italy",2817.466535,3.739470377
Molise,Italy,04-01-2021,41.55774754,14.65916051,6673,195,4740,1738,"Molise, Italy",2183.451837,2.922223887
P.A. Bolzano,Italy,04-01-2021,46.49933453,11.35662422,29946,751,18345,10850,"P.A. Bolzano, Italy",5625.584707,2.507847459
P.A. Trento,Italy,04-01-2021,46.06893511,11.12123097,22279,961,19337,1981,"P.A. Trento, Italy",4114.935226,4.313479061
Piemonte,Italy,04-01-2021,45.0732745,7.680687483,200060,7979,170618,21463,"Piemonte, Italy",4592.317612,3.988303509
Puglia,Italy,04-01-2021,41.12559576,16.86736689,93653,2516,37059,54078,"Puglia, Italy",2324.441997,2.686512979
Sardegna,Italy,04-01-2021,39.21531192,9.110616306,31861,764,14343,16754,"Sardegna, Italy",1943.228525,2.397915947
Sicilia,Italy,04-01-2021,38.11569725,13.3623567,96547,2494,58462,35591,"Sicilia, Italy",1930.982095,2.583197821
Toscana,Italy,04-01-2021,43.76923077,11.25588885,121770,3730,108092,9948,"Toscana, Italy",3264.925498,3.063151844
Umbria,Italy,04-01-2021,43.10675841,12.38824698,29440,631,24905,3904,"Umbria, Italy",3337.811715,2.143342391
Valle d'Aosta,Italy,04-01-2021,45.73750286,7.320149366,7332,386,6532,414,"Valle d'Aosta, Italy",5834.513711,5.264593562
Veneto,Italy,04-01-2021,45.43490485,12.33845213,265264,6763,163342,95159,"Veneto, Italy",5407.091202,2.549535557
,Jamaica,04-01-2021,18.1096,-77.2975,13049,304,10833,1912,Jamaica,440.67175,2.329680435
Aichi,Japan,04-01-2021,35.035551,137.211621,17110,227,13976,2927,"Aichi, Japan",226.5156068,1.192494301
Akita,Japan,04-01-2021,39.748679,140.408228,146,1,103,42,"Akita, Japan",15.10620907,0.684931507
Aomori,Japan,04-01-2021,40.781541,140.828896,506,8,394,104,"Aomori, Japan",40.59786372,1.581027668
Chiba,Japan,04-01-2021,35.510141,140.198917,11668,124,8939,2634,"Chiba, Japan",186.7596514,1.000855432
Ehime,Japan,04-01-2021,33.624835,132.856842,484,13,369,102,"Ehime, Japan",36.14057489,2.685950413
Fukui,Japan,04-01-2021,35.846614,136.224654,359,12,327,21,"Fukui, Japan",46.87884553,3.333333333
Fukuoka,Japan,04-01-2021,33.526032,130.666949,9349,120,7272,1963,"Fukuoka, Japan",183.201177,1.229946524
Fukushima,Japan,04-01-2021,37.378867,140.223295,983,21,703,285,"Fukushima, Japan",54.61878203,1.984126984
Gifu,Japan,04-01-2021,35.778671,137.055925,2442,38,1810,596,"Gifu, Japan",122.9243924,1.474201474
Gunma,Japan,04-01-2021,36.504479,138.985605,2412,46,1995,373,"Gunma, Japan",124.1726968,1.824212272
Hiroshima,Japan,04-01-2021,34.605309,132.788719,3540,43,2290,1210,"Hiroshima, Japan",126.240248,1.129943503
Hokkaido,Japan,04-01-2021,43.385711,142.552318,13681,472,11466,1759,"Hokkaido, Japan",260.4547119,3.28360392
Hyogo,Japan,04-01-2021,35.039913,134.828057,10330,229,8677,1467,"Hyogo, Japan",189.6201925,2.132175591
Ibaraki,Japan,04-01-2021,36.303588,140.319591,2560,38,2167,354,"Ibaraki, Japan",89.50088225,1.5234375
Ishikawa,Japan,04-01-2021,36.769464,136.771027,1105,51,924,129,"Ishikawa, Japan",97.13013416,4.705882353
Iwate,Japan,04-01-2021,39.593287,141.361777,394,24,302,68,"Iwate, Japan",32.11565549,6.091370558
Kagawa,Japan,04-01-2021,34.217292,133.969047,311,3,215,97,"Kagawa, Japan",32.93783533,0.952380952
Kagoshima,Japan,04-01-2021,31.009484,130.430665,1060,14,880,165,"Kagoshima, Japan",66.15601711,1.41509434
Kanagawa,Japan,04-01-2021,35.415312,139.338983,22475,285,18257,3995,"Kanagawa, Japan",244.7743423,1.168110149
Kochi,Japan,04-01-2021,33.422519,133.367307,687,9,573,105,"Kochi, Japan",98.41997969,1.310043668
Kumamoto,Japan,04-01-2021,32.608154,130.745231,1953,22,1495,436,"Kumamoto, Japan",111.8125943,1.177072671
Kyoto,Japan,04-01-2021,35.253815,135.443341,5078,60,3829,1192,"Kyoto, Japan",196.5963816,1.122489169
Mie,Japan,04-01-2021,34.508018,136.376013,1324,19,1132,173,"Mie, Japan",74.28903206,1.360544218
Miyagi,Japan,04-01-2021,38.446859,140.927086,2245,16,1760,471,"Miyagi, Japan",97.38267794,0.667853963
Miyazaki,Japan,04-01-2021,32.193204,131.299374,843,9,668,165,"Miyazaki, Japan",78.54273871,1.18623962
Nagano,Japan,04-01-2021,36.132134,138.045528,1242,16,1049,178,"Nagano, Japan",60.57233782,1.128122482
Nagasaki,Japan,04-01-2021,33.235712,129.608033,733,5,311,417,"Nagasaki, Japan",55.25719851,0.68212824
Nara,Japan,04-01-2021,34.317451,135.871644,2068,25,1674,381,"Nara, Japan",156.3765156,1.201923077
Niigata,Japan,04-01-2021,37.521819,138.918647,565,3,438,128,"Niigata, Japan",25.59482094,0.527240773
Oita,Japan,04-01-2021,33.200697,131.43324,720,6,579,135,"Oita, Japan",63.41187599,0.833333333
Okayama,Japan,04-01-2021,34.89246,133.826252,1440,15,762,664,"Okayama, Japan",76.26009083,1.040943789
Okinawa,Japan,04-01-2021,25.768923,126.668016,5450,81,4972,409,"Okinawa, Japan",376.0748929,1.53705398
Osaka,Japan,04-01-2021,34.620965,135.507481,30807,601,26181,4042,"Osaka, Japan",349.3215117,1.787281058
Port Quarantine,Japan,04-01-2021,,,1937,1,1778,158,"Port Quarantine, Japan",,0.051626226
Saga,Japan,04-01-2021,33.286977,130.115738,477,3,424,48,"Saga, Japan",58.30288286,0.631578947
Saitama,Japan,04-01-2021,35.997101,139.347635,14929,215,11357,3396,"Saitama, Japan",203.5187048,1.370504078
Shiga,Japan,04-01-2021,35.215827,136.138064,1260,13,963,284,"Shiga, Japan",89.11250312,1.031746032
Shimane,Japan,04-01-2021,35.07076,132.554064,214,0,182,36,"Shimane, Japan",32.32761817,0
Shizuoka,Japan,04-01-2021,34.916975,138.407784,2788,41,2215,535,"Shizuoka, Japan",76.51924179,1.362984218
Tochigi,Japan,04-01-2021,36.689912,139.819213,1662,6,1061,594,"Tochigi, Japan",85.93632852,0.421179302
Tokushima,Japan,04-01-2021,33.919178,134.242091,199,9,183,6,"Tokushima, Japan",27.33602847,5.025125628
Tokyo,Japan,04-01-2021,35.711343,139.446921,62760,632,51295,10776,"Tokyo, Japan",450.107872,0.936831689
Tottori,Japan,04-01-2021,35.359069,133.863619,127,0,67,63,"Tottori, Japan",23.39989704,0
Toyama,Japan,04-01-2021,36.637464,137.269346,577,26,483,70,"Toyama, Japan",55.48623769,4.490500864
Unknown,Japan,04-01-2021,,,8,0,8,0,"Unknown, Japan",,0
Wakayama,Japan,04-01-2021,33.911879,135.505446,652,7,570,75,"Wakayama, Japan",70.49159236,1.073619632
Yamagata,Japan,04-01-2021,38.448396,140.102154,397,9,303,86,"Yamagata, Japan",36.83887216,2.01511335
Yamaguchi,Japan,04-01-2021,34.20119,131.573293,597,3,470,125,"Yamaguchi, Japan",44.02445345,0.501672241
Yamanashi,Japan,04-01-2021,35.612364,138.611489,588,11,482,95,"Yamanashi, Japan",72.50701641,1.870748299
,Jordan,04-01-2021,31.24,36.51,298208,3903,276485,17820,Jordan,2922.708108,1.308818006
,Kazakhstan,04-01-2021,48.0196,66.9237,203563,2845,178008,22784,Kazakhstan,1084.125134,1.361249343
,Kenya,04-01-2021,-0.0236,37.9062,96802,1685,79073,16044,Kenya,180.0254039,1.740666515
,"Korea, South",04-01-2021,35.907757,127.766922,64264,981,45240,18043,"Korea, South",125.3462533,1.526515623
,Kosovo,04-01-2021,42.602636,20.902977,51965,1344,42637,7984,Kosovo,2870.414049,2.586356201
,Kuwait,04-01-2021,29.31166,47.481766,151343,937,147271,3135,Kuwait,3543.865294,0.619123448
,Kyrgyzstan,04-01-2021,41.20438,74.766098,81388,1360,76728,3300,Kyrgyzstan,1247.480339,1.671008011
,Laos,04-01-2021,19.85627,102.495496,41,0,40,1,Laos,0.563530815,0
,Latvia,04-01-2021,56.8796,24.6032,42497,680,30501,11316,Latvia,2253.046068,1.600112949
,Lebanon,04-01-2021,33.8547,35.8623,189278,1499,132768,55011,Lebanon,2773.124436,0.791956804
,Lesotho,04-01-2021,-29.61,28.2336,3206,65,1496,1645,Lesotho,149.6555961,2.027448534
,Liberia,04-01-2021,6.428055,-9.429499,1800,83,1406,290,Liberia,35.17425095,4.66554244
,Libya,04-01-2021,26.3351,17.228331,101414,1510,74381,25523,Libya,1475.909826,1.488946299
,Liechtenstein,04-01-2021,47.14,9.55,2282,44,1810,373,Liechtenstein,5826.36285,1.755175518
,Lithuania,04-01-2021,55.1694,23.8813,148202,1938,103029,67632,Lithuania,5386.529214,1.12045391
,Luxembourg,04-01-2021,49.8153,6.1296,46415,495,40978,4942,Luxembourg,7414.821016,1.066465582
,MS Zaandam,04-01-2021,,,9,2,7,0,MS Zaandam,,22.22222222
,Madagascar,04-01-2021,-18.766947,46.869107,17767,262,17298,207,Madagascar,64.16159694,1.474644003
,Malawi,04-01-2021,-13.2543,34.3015,6844,195,5715,934,Malawi,35.7763518,2.849210988
,Maldives,04-01-2021,3.2028,73.2207,13867,48,13191,628,Maldives,2565.388073,0.346145525
,Mali,04-01-2021,17.570692,-3.996166,7253,278,4913,2062,Mali,35.81580887,3.832896732
,Malta,04-01-2021,35.9375,14.3754,13082,220,11275,1587,Malta,2962.818686,1.681700046
,Marshall Islands,04-01-2021,7.1315,171.1845,4,0,4,0,Marshall Islands,6.847790732,0
,Mauritania,04-01-2021,21.0079,-10.9408,14794,358,12136,2300,Mauritania,318.173802,2.419899959
,Mauritius,04-01-2021,-20.348404,57.552152,527,10,496,21,Mauritius,41.43840814,1.897533207
Aguascalientes,Mexico,04-01-2021,21.8853,-102.2916,17104,1374,0,15730,"Aguascalientes, Mexico",1192.219624,8.033208606
Baja California,Mexico,04-01-2021,30.8406,-115.2838,35351,5615,0,29736,"Baja California, Mexico",972.5525108,15.88356765
Baja California Sur,Mexico,04-01-2021,26.0444,-111.6661,18003,784,0,17219,"Baja California Sur, Mexico",2237.209025,4.354829751
Campeche,Mexico,04-01-2021,19.8301,-90.5349,7288,972,0,6316,"Campeche, Mexico",728.3506077,13.33699232
Chiapas,Mexico,04-01-2021,16.7569,-93.1292,8337,1210,0,7127,"Chiapas, Mexico",145.4880639,14.51361401
Chihuahua,Mexico,04-01-2021,28.633,-106.0691,36580,4440,0,32140,"Chihuahua, Mexico",962.2550334,12.13778021
Ciudad de Mexico,Mexico,04-01-2021,19.4326,-99.1332,337068,17028,0,320040,"Ciudad de Mexico, Mexico",3737.457234,5.051799637
Coahuila,Mexico,04-01-2021,27.0587,-101.7068,50007,4230,0,45777,"Coahuila, Mexico",1553.630014,8.458815766
Colima,Mexico,04-01-2021,19.1223,-104.0072,8017,800,0,7217,"Colima, Mexico",1021.074873,9.97879506
Durango,Mexico,04-01-2021,24.5593,-104.6588,25436,1560,0,23876,"Durango, Mexico",1360.944593,6.133039786
Guanajuato,Mexico,04-01-2021,21.019,-101.2574,84049,5428,0,78621,"Guanajuato, Mexico",1349.496442,6.458137515
Guerrero,Mexico,04-01-2021,17.4392,-99.5451,26197,2728,0,23469,"Guerrero, Mexico",716.3427989,10.41340612
Hidalgo,Mexico,04-01-2021,20.0911,-98.7624,24786,3475,0,21311,"Hidalgo, Mexico",803.0678969,14.0200113
Jalisco,Mexico,04-01-2021,20.6595,-103.3494,52933,6149,0,46784,"Jalisco, Mexico",629.4284464,11.61657189
Mexico,Mexico,04-01-2021,19.4969,-99.7233,148276,19138,0,129138,"Mexico, Mexico",850.802081,12.90701125
Michoacan,Mexico,04-01-2021,19.5665,-101.7068,33523,2770,0,30753,"Michoacan, Mexico",694.7194648,8.262983623
Morelos,Mexico,04-01-2021,18.6813,-99.1013,10093,1463,0,8630,"Morelos, Mexico",493.7726816,14.49519469
Nayarit,Mexico,04-01-2021,21.7514,-104.8455,7965,1054,0,6911,"Nayarit, Mexico",618.1265914,13.23289391
Nuevo Leon,Mexico,04-01-2021,25.5922,-99.9962,84360,5204,0,79156,"Nuevo Leon, Mexico",1503.702305,6.168800379
Oaxaca,Mexico,04-01-2021,17.0732,-96.7266,28524,2137,0,26387,"Oaxaca, Mexico",688.3880729,7.491936615
Puebla,Mexico,04-01-2021,19.0414,-98.2063,48421,5766,0,42655,"Puebla, Mexico",733.1570785,11.90805642
Queretaro,Mexico,04-01-2021,20.5888,-100.3899,32927,1890,0,31037,"Queretaro, Mexico",1444.39663,5.739970237
Quintana Roo,Mexico,04-01-2021,19.1817,-88.4791,16023,2041,0,13982,"Quintana Roo, Mexico",929.8079975,12.73793921
San Luis Potosi,Mexico,04-01-2021,22.1565,-100.9855,40373,3082,0,37291,"San Luis Potosi, Mexico",1408.618275,7.633814678
Sinaloa,Mexico,04-01-2021,25.1721,-107.4795,26979,4239,0,22740,"Sinaloa, Mexico",854.6653851,15.71222062
Sonora,Mexico,04-01-2021,29.2972,-110.3309,52632,4221,0,48411,"Sonora, Mexico",1711.751706,8.019835841
Tabasco,Mexico,04-01-2021,17.8409,-92.6189,44961,3214,0,41747,"Tabasco, Mexico",1747.899826,7.148417517
Tamaulipas,Mexico,04-01-2021,24.2669,-98.8363,39480,3306,0,36174,"Tamaulipas, Mexico",1081.465468,8.373860182
Tlaxcala,Mexico,04-01-2021,19.3139,-98.2404,11489,1429,0,10060,"Tlaxcala, Mexico",832.5295958,12.43798416
Unknown,Mexico,04-01-2021,,,0,0,1098431,-1098431,"Unknown, Mexico",,
Veracruz,Mexico,04-01-2021,19.1738,-96.1342,43399,6360,0,37039,"Veracruz, Mexico",508.1932237,14.65471555
Yucatan,Mexico,04-01-2021,20.7099,-89.0943,26880,2329,0,24551,"Yucatan, Mexico",1189.85542,8.664434524
Zacatecas,Mexico,04-01-2021,22.7709,-102.5832,21294,1777,0,19517,"Zacatecas, Mexico",1277.824518,8.34507373
,Moldova,04-01-2021,47.4116,28.3699,145873,3037,133247,9589,Moldova,3616.121417,2.081947996
,Monaco,04-01-2021,43.7333,7.4167,907,3,733,171,Monaco,2311.181327,0.33076075
,Mongolia,04-01-2021,46.8625,103.8467,1286,1,878,407,Mongolia,39.2277442,0.077760498
,Montenegro,04-01-2021,42.708678,19.37439,49195,689,39347,9159,Montenegro,7832.825422,1.400548836
,Morocco,04-01-2021,31.7917,-7.0926,443146,7485,413393,22268,Morocco,1200.59415,1.689059588
,Mozambique,04-01-2021,-18.665695,35.529562,19309,169,16765,2375,Mozambique,61.77805556,0.875239526
,Namibia,04-01-2021,-22.9576,18.4904,25116,215,21055,3846,Namibia,988.4624285,0.85602803
,Nepal,04-01-2021,28.1667,84.25,261859,1878,254494,5487,Nepal,898.7223309,0.717179856
Aruba,Netherlands,04-01-2021,12.5211,-69.9683,5564,49,5209,306,"Aruba, Netherlands",5211.396887,0.880661395
"Bonaire, Sint Eustatius and Saba",Netherlands,04-01-2021,12.1784,-68.2385,196,3,180,13,"Bonaire, Sint Eustatius and Saba, Netherlands",747.4924679,1.530612245
Curacao,Netherlands,04-01-2021,12.1696,-68.99,4317,16,3170,1131,"Curacao, Netherlands",2630.71298,0.370627751
Drenthe,Netherlands,04-01-2021,52.862485,6.618435,14201,141,0,14060,"Drenthe, Netherlands",2876.548061,0.992887825
Flevoland,Netherlands,04-01-2021,52.550383,5.515162,20224,159,0,20065,"Flevoland, Netherlands",4780.850123,0.78619462
Friesland,Netherlands,04-01-2021,53.087337,5.7925,15610,181,0,15429,"Friesland, Netherlands",2401.697343,1.159513133
Gelderland,Netherlands,04-01-2021,52.061738,5.939114,91687,1331,0,90356,"Gelderland, Netherlands",4395.451094,1.451677991
